 	density	u_1	u_2	u_3	sigma_11	sigma_12	sigma_13	sigma_22	sigma_23	sigma_33	I1	I2	I3	dI_1	dI_2	dI_3
0.0082	11.9893	1.00055	-0.0452692	0.030428	-106.017	2.93307	-3.96667	-73.4639	0.0565517	-91.6621	167.784	3.66106	4.45566	1.80253	

0.00825	11.9892	1.00052	-0.0478188	0.028816	-106.015	3.05812	-3.88236	-73.4667	0.0577111	-91.6576	167.758	3.66105	4.45564	1.80251	

0.0083	11.9891	1.00048	-0.0500693	0.0273094	-106.013	3.16936	-3.80287	-73.4694	0.0585879	-91.6535	167.76	3.66104	4.45561	1.80248	

0.00835	11.989	1.00045	-0.0520305	0.0259215	-106.011	3.26706	-3.72901	-73.4719	0.0592231	-91.6498	167.784	3.66104	4.45558	1.80246	

0.0084	11.989	1.00043	-0.0537178	0.0246611	-106.009	3.35174	-3.66138	-73.4742	0.0596584	-91.6464	167.822	3.66103	4.45555	1.80244	

0.00845	11.9889	1.0004	-0.055151	0.0235328	-106.006	3.4242	-3.60033	-73.4762	0.0599342	-91.6434	167.87	3.66101	4.45552	1.80241	

0.0085	11.9888	1.00038	-0.056353	0.0225372	-106.003	3.48541	-3.54602	-73.478	0.0600874	-91.6408	167.923	3.661	4.45549	1.80239	

0.00855	11.9887	1.00035	-0.0573481	0.0216711	-106.001	3.53646	-3.49839	-73.4796	0.0601506	-91.6387	167.979	3.66099	4.45547	1.80237	

0.0086	11.9887	1.00033	-0.0581612	0.0209283	-105.999	3.57849	-3.45724	-73.4809	0.0601512	-91.6369	168.033	3.66099	4.45544	1.80235	

0.00865	11.9886	1.0003	-0.0588166	0.0203003	-105.998	3.61264	-3.4222	-73.4822	0.0601112	-91.6355	168.084	3.66098	4.45542	1.80234	

0.0087	11.9886	1.00027	-0.0593377	0.019777	-105.996	3.64003	-3.3928	-73.4832	0.0600477	-91.6344	168.13	3.66097	4.45541	1.80233	

0.00875	11.9886	1.00024	-0.0597465	0.0193474	-105.995	3.66169	-3.36849	-73.4839	0.0599731	-91.6334	168.171	3.66097	4.45539	1.80232	

0.0088	11.9885	1.00021	-0.0600625	0.0190002	-105.993	3.67855	-3.34867	-73.4843	0.059896	-91.6324	168.209	3.66096	4.45538	1.80231	

0.00885	11.9885	1.00018	-0.0603035	0.018724	-105.991	3.69148	-3.33274	-73.4843	0.0598218	-91.6311	168.242	3.66095	4.45536	1.8023	

0.0089	11.9884	1.00015	-0.0604841	0.0185076	-105.987	3.7012	-3.32011	-73.4836	0.059754	-91.6294	168.274	3.66094	4.45533	1.80228	

0.00895	11.9884	1.00011	-0.0606167	0.0183404	-105.982	3.70836	-3.31023	-73.4821	0.0596938	-91.627	168.306	3.66092	4.45529	1.80226	

0.009	11.9882	1.00004	-0.0607112	0.0182122	-105.973	3.71345	-3.30256	-73.4795	0.0596411	-91.6234	168.346	3.6609	4.45523	1.80222	

0.00905	11.9881	0.99991	-0.0607745	0.0181134	-105.959	3.71685	-3.29657	-73.4749	0.0595939	-91.6176	168.406	3.66086	4.45513	1.80217	

0.0091	11.9877	0.999649	-0.060812	0.0180347	-105.935	3.71875	-3.29171	-73.4666	0.0595476	-91.6074	168.508	3.66078	4.45496	1.80207	

0.00915	11.9871	0.999126	-0.0608293	0.0179669	-105.888	3.71909	-3.28731	-73.4505	0.0594946	-91.5881	168.697	3.66065	4.45464	1.80188	

0.0092	11.9859	0.99807	-0.060828	0.0179012	-105.795	3.71744	-3.28242	-73.4187	0.0594215	-91.5502	169.072	3.66037	4.454	1.8015	

0.00925	11.9833	0.995942	-0.0607868	0.0178203	-105.608	3.71237	-3.27542	-73.3546	0.0592985	-91.4737	169.857	3.65982	4.4527	1.80074	

0.0093	11.9782	0.991664	-0.0606495	0.0176842	-105.227	3.70036	-3.2631	-73.2237	0.0590565	-91.3177	171.448	3.65868	4.45004	1.79919	

0.00935	11.9677	0.982968	-0.0603325	0.0174207	-104.461	3.67463	-3.23938	-72.9599	0.0585648	-91.0033	174.674	3.65639	4.44467	1.79606	

0.0094	11.9466	0.965503	-0.0597088	0.0168982	-102.918	3.62231	-3.19238	-72.4244	0.0575799	-90.3653	180.989	3.65174	4.43379	1.78971	

0.00945	11.9047	0.931113	-0.058516	0.0158742	-99.9117	3.52123	-3.10148	-71.3571	0.0556859	-89.0966	192.245	3.64258	4.41235	1.7772	

0.0095	11.8257	0.865862	-0.0562834	0.0139495	-94.385	3.33706	-2.93554	-69.319	0.052253	-86.6803	210.051	3.62535	4.37201	1.75367	

0.00955	11.6843	0.752385	-0.0524278	0.0106273	-84.9772	3.02829	-2.65747	-65.5971	0.0465556	-82.2924	231.148	3.59482	4.30057	1.71198	

0.0096	11.464	0.581361	-0.0468824	0.00581456	-71.4065	2.59514	-2.2675	-59.5967	0.038687	-75.2806	238.755	3.548	4.19097	1.64804	

0.00965	11.184	0.392679	-0.0411289	0.000680564	-55.8195	2.12386	-1.84313	-51.6514	0.0303579	-66.0978	202.587	3.4898	4.05472	1.56853	

0.0097	10.9244	0.23895	-0.0366959	-0.00343805	-43.1243	1.7556	-1.51026	-44.3669	0.0240317	-57.7148	131.322	3.43711	3.93137	1.49655	

0.00975	10.7289	0.133471	-0.0337446	-0.00626122	-34.8224	1.5163	-1.29312	-39.2389	0.0200214	-51.7918	65.9234	3.39826	3.84041	1.44347	

0.0098	10.6022	0.0702754	-0.0319887	-0.00798188	-30.0539	1.37671	-1.16593	-36.1678	0.0177213	-48.2204	26.5682	3.37345	3.78235	1.40959	

0.00985	10.5284	0.0353429	-0.0310075	-0.00895914	-27.511	1.30046	-1.0961	-34.4962	0.0164752	-46.2625	9.14529	3.35913	3.74881	1.39002	

0.0099	10.4882	0.0169666	-0.0304806	-0.00948743	-26.2082	1.26043	-1.05928	-33.6326	0.0158226	-45.2451	2.86787	3.35139	3.73068	1.37944	

0.00995	10.4689	0.00904218	-0.0302534	-0.00972111	-25.6035	1.24146	-1.04182	-33.2307	0.0155134	-44.7696	0.966112	3.34767	3.72199	1.37436	

